id,resume_text,category,group_id
2688,"ML Engineer — experience building ML & data products. Responsibilities: spark, model registry, experiment. Achievements: built scalable data pipelines with retries and monitoring. Core skills: cloud, serving. Recent work includes built scalable data pipelines with retries and monitoring.",ML Engineer,188
6472,"Worked on data warehousing, gcp. Delivered: wrote papers describing novel architectures and results. Mentored junior engineers and contributed to open-source tooling. Contributed to built scalable data pipelines with retries and monitoring and owned feature engineering, monitoring, docker.",AI Researcher,372
8819,"Responsibilities: text-to-image, cloud. Achievements: created dashboards to surface business KPIs. Worked on cloud, python. Delivered: created dashboards to surface business KPIs.",Generative AI,419
7807,"responsibilities: theory, paper, sql, python. achievements: designed metric-driven experiments and tracked results. responsibilities: automation, sql, theory, python. achievements: designed metric-driven experiments and tracked results. responsibilities: theory, python, paper. achievements: built scalable data pipelines with retries and monitoring. responsibilities: paper, automation, theory, sql. achievements: built scalable data pipelines with retries and monitoring.",AI Researcher,307
3410,"ML Engineer — experience building ML & data products. Contributed to created dashboards to surface business KPIs and owned tensorflow, pytorch, docker. Worked on docker, tensorflow, model registry, feature engineering. Delivered: productionized model serving with autoscaling and caching. Core skills: feature engineering, model registry. Recent work includes created dashboards to surface business KPIs.",ML Engineer,110
80,"Data Scientist — experience building ML & data products. Responsibilities: statistical modeling, monitoring, llm, docker. Achievements: developed forecasting models and validated with backtesting. Worked on feature engineering, monitoring, pandas. Delivered: built scalable data pipelines with retries and monitoring. Contributed to developed forecasting models and validated with backtesting and owned docker, feature engineering.",Data Scientist,80
4613,"Contributed to designed metric-driven experiments and tracked results and owned eda, aws. Worked on eda, aws, experiment. Delivered: designed ETL jobs and partitioning for low-latency queries. Core skills: aws, automation. Recent work includes designed metric-driven experiments and tracked results.",Data Engineer,213
1373,"contributed to ran feature selection and cross-validation at scale and owned regression, regression. core skills: regression, pipeline. recent work includes ran feature selection and cross-validation at scale. involved in on-call. worked on experiment, cluster compute framework. delivered: ran feature selection and cross-validation at scale. contributed to ran feature selection and cross-validation at scale and owned regression, regression, pandas, monitoring.",Data Scientist,73
1509,"Contributed to deployed services as containers with CI/CD and owned scikit-learn, sql, automation. Worked on sql, statistical modeling. Delivered: developed forecasting models and validated with backtesting.",Data Scientist,9
6442,"responsibilities: regression, sql. achievements: implemented model evaluation and automated tests. core skills: automation, regression, experiment, sql. recent work includes deployed services as containers with ci/cd. focused on robust monitoring, logging, and reproducibility. contributed to ran reproducible experiments and released code with ablations and owned experiment, sql, cloud, benchmark.",AI Researcher,342
3070,"Core skills: ci/cd, monitoring, pipeline. Recent work includes deployed services as containers with CI/CD. Contributed to deployed services as containers with CI/CD and owned cluster compute framework, pipeline. Worked on pipeline, ci/cd, cluster compute framework, large language model. Delivered: implemented model evaluation and automated tests. Responsibilities: monitoring, cluster compute framework, pipeline, ci/cd. Achievements: optimized inference latency via quantization and batching.",ML Engineer,170
3015,"Worked on pytorch, gcp. Delivered: productionized mdl serving with autoscaling and caching. Core skills: pytorch, gcp, latency, monitoring. Recent work includes implemented mdl evaluation and automated tests. Responsibilities: latency, serving, pytorch. Achievements: productionized mdl serving with autoscaling and caching. Worked on gcp, pytorch, latency. Delivered: deployed services as containers with CI/CD.",ML Engineer,115
4822,"contributed to managed streaming pipelines and schema evolution and owned testing, sql, cloud, automation. core skills: sql, testing, automation, cloud. recent work includes designed metric-driven experiments and tracked results.",Data Engineer,222
7821,"AI Researcher — experience building ML & data products. contributed to created dashboards to surface business kpis and owned testing, ablation. worked on testing, ablation. delivered: deployed services as containers with ci/cd. responsibilities: ablation, gcp, aws. achievements: deployed services as containers with ci/cd. contributed to wrote papers describing novel architectures and results and owned testing, aws.",AI Researcher,321
92,"contributed to implemented model evaluation and automated tests and owned docker, sql, visualization, api. worked on sql, visualization, docker, transformer. delivered: implemented model evaluation and automated tests. responsibilities: sql, transformer, api, docker. achievements: implemented model evaluation and automated tests. core skills: visualization, sql, docker, transformer. recent work includes implemented model evaluation and automated tests.",Data Scientist,92
9420,"responsibilities: visualization, gcp, ci/cd. achievements: adaptation of a pretrained model. core skills: aws, api, gcp, testing. recent work includes adaptation of a pretrained model.",Generative AI,420
6599,"Involved in on-call. Involved in open-source. Worked on python, theory, api, feature engineering. Delivered: ran reproducible experiments and released code with ablations. Contributed to ran reproducible experiments and released code with ablations and owned feature engineering, python, theory, regression. Contributed to designed metric-driven experiments and tracked results and owned benchmark, feature engineering, regression, python. Mentored junior engineers and contributed to open-source tooling. Contributed to ran reproducible experiments and released code with ablations and owned python, feature engineering. Involved in mentor.",AI Researcher,399
4442,"Worked on data warehousing, api. Delivered: managed streaming pipelines and schema evolution. Worked on experiment, data warehousing. Delivered: implemented model evaluation and automated tests.",Data Engineer,242
7601,"Worked on python, serving, theory. Delivered: ran reproducible experiments and released code with ablations. Focused on robust monitoring, logging, and reproducibility. Core skills: sql, serving. Recent work includes implemented model evaluation and automated tests. Contributed to implemented model evaluation and automated tests and owned serving, sql, python, theory.",AI Researcher,301
3834,"ML Engineer — experience building ML & data products. Contributed to created dashboards to surface business KPIs and owned sql, neural language model. Worked on docker, latency, neural language model. Delivered: model compression. Worked on docker, monitoring, latency. Delivered: created dashboards to surface business KPIs. Collaborated closely with product and platform teams to define SLAs.",ML Engineer,134
9701,"Core skills: testing, gcp, domain-specific tuning. Recent work includes implemented model evaluation and automated tests. Worked on data warehousing, theory, gcp, testing. Delivered: implemented model evaluation and automated tests. Worked on domain-specific tuning, aws, data warehousing. Delivered: built retrieval-augmented generation flows and safety filters. Focused on robust monitoring, logging, and reproducibility.",Generative AI,401
4321,"Core skills: etl, data warehousing, pandas. Recent work includes created dashboards to surface business KPIs. Mentored junior engineers and contributed to open-source tooling. Responsibilities: automation, etl, testing, data warehousing. Achievements: created dashboards to surface business KPIs. Core skills: etl, data warehousing, pandas, automation. Recent work includes created dashboards to surface business KPIs.",Data Engineer,221
3393,"Contributed to reduced-precision optimization and owned spark, experiment, benchmark. Responsibilities: gcp, experiment, spark. Achievements: designed metric-driven experiments and tracked results. Responsibilities: spark, gcp, benchmark, experiment. Achievements: reduced-precision optimization. Responsibilities: benchmark, experiment, spark, gcp. Achievements: reduced-precision optimization.",ML Engineer,193
4751,"Core skills: prompt, sql. Recent work includes designed ETL jobs and partitioning for low-latency queries. Involved in internship. Contributed to implemented model evaluation and automated tests and owned sql, feature engineering, prompt.",Data Engineer,251
7228,"Worked on feature engineering, experiment, benchmark, pipeline. Delivered: built scalable data pipelines with retries and monitoring. Worked on experiment, feature engineering, pipeline, fine-tune. Delivered: built scalable data pipelines with retries and monitoring. Responsibilities: benchmark, feature engineering, pipeline. Achievements: designed metric-driven experiments and tracked results.",AI Researcher,328
9190,"Worked on automation, pipeline. Delivered: fine-tuned generative models and evaluated outputs qualitatively. Worked on automation, pytorch, gcp, pipeline. Delivered: built scalable data pipelines with retries and monitoring. Contributed to deployed services as containers with CI/CD and owned pytorch, gcp, pipeline, automation.",Generative AI,490
2360,"ML Engineer — experience building ML & data products. Responsibilities: latency, sql, testing, docker. Achievements: productionized model serving with autoscaling and caching. Contributed to designed metric-driven experiments and tracked results and owned sql, docker. Responsibilities: latency, testing. Achievements: productionized model serving with autoscaling and caching. Responsibilities: sql, latency, testing. Achievements: designed metric-driven experiments and tracked results.",ML Engineer,160
1147,"Data Scientist — experience building ML & data products. Contributed to developed forecasting models and validated with backtesting and owned testing, pytorch. Worked on docker, monitoring, testing, pandas. Delivered: designed metric-driven experiments and tracked results. Mentored junior engineers and contributed to open-source tooling.",Data Scientist,47
5665,"Responsibilities: fine-tune, api. Achievements: deployed services as containers with CI/CD. Core skills: api, fine-tune. Recent work includes designed metric-driven experiments and tracked results.",Data Engineer,265
8074,"Involved in collab. Core skills: python, regression, api, tensorflow. Recent work includes built scalable data pipelines with retries and monitoring. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned regression, api, automation. Core skills: python, inpainting. Recent work includes built scalable data pipelines with retries and monitoring. Involved in POC.",Generative AI,474
4942,"Contributed to implemented model evaluation and automated tests and owned testing, python. Worked on aws, python, kafka, automation. Delivered: created dashboards to surface business KPIs. Responsibilities: ablation, aws. Achievements: created dashboards to surface business KPIs. Contributed to implemented model evaluation and automated tests and owned testing, kafka, sql.",Data Engineer,242
3662,"ML Engineer — experience building ML & data products. Involved in cross-functional. Responsibilities: transformer, python. Achievements: productionized model serving with autoscaling and caching. Mentored junior engineers and contributed to open-source tooling. Worked on sql, ci/cd, python. Delivered: productionized model serving with autoscaling and caching.",ML Engineer,162
1562,"Contributed to deployed services as containers with CI/CD and owned statistical modeling, docker, self-supervised. Focused on robust monitoring, logging, and reproducibility. Responsibilities: gcp, statistical modeling, docker, self-supervised. Achievements: developed forecasting models and validated with backtesting. Core skills: regression, gcp, statistical modeling. Recent work includes developed forecasting models and validated with backtesting.",Data Scientist,62
4112,"worked on scikit-learn, cloud. delivered: managed streaming pipelines and schema evolution. core skills: api, sql, distributed compute engine. recent work includes managed streaming pipelines and schema evolution.",Data Engineer,212
9049,"Worked on testing, sql. Delivered: created dashboards to surface business KPIs. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned sql, fine-tune, automation. Core skills: diffusion, fine-tune. Recent work includes fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,449
9275,"Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned automation, neural language model. Responsibilities: feature engineering, cloud. Achievements: fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,475
8537,"Responsibilities: instruction design, prompt, benchmark, python. Achievements: fine-tuned generative models and evaluated outputs qualitatively. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned benchmark, instruction design. Worked on prompt, benchmark. Delivered: designed metric-driven experiments and tracked results. Focused on robust monitoring, logging, and reproducibility. Core skills: instruction design, python, benchmark. Recent work includes designed metric-driven experiments and tracked results.",Generative AI,437
794,"Responsibilities: pipeline, serving. Achievements: deployed services as containers with CI/CD. Responsibilities: llm, pipeline. Achievements: developed forecasting models and validated with backtesting. Responsibilities: llm, serving, docker, pipeline. Achievements: developed forecasting models and validated with backtesting. Involved in cross-functional.",Data Scientist,94
5853,"worked on etl, cloud. delivered: designed etl jobs and partitioning for low-latency queries. responsibilities: cloud, latency. achievements: designed etl jobs and partitioning for low-latency queries. core skills: kafka, etl. recent work includes built scalable data pipelines with retries and monitoring. responsibilities: sql, kafka, latency. achievements: built scalable data pipelines with retries and monitoring.",Data Engineer,253
7618,"worked on transformer, transformer. delivered: wrote papers describing novel architectures and results. responsibilities: transformer, transformer, api. achievements: designed metric-driven experiments and tracked results.",AI Researcher,318
1593,"Responsibilities: testing, sql. Achievements: developed forecasting models and validated with backtesting. Contributed to developed forecasting models and validated with backtesting and owned testing, sql, theory. Core skills: testing, theory. Recent work includes designed metric-driven experiments and tracked results.",Data Scientist,93
7417,"Focused on robust monitoring, logging, and reproducibility. Worked on experiment, paper. Delivered: ran reproducible experiments and released code with ablations. Contributed to created dashboards to surface business KPIs and owned testing, experiment. Core skills: paper, testing. Recent work includes ran reproducible experiments and released code with ablations. Worked on experiment, paper. Delivered: ran reproducible experiments and released code with ablations.",AI Researcher,317
5266,"Data Engineer — experience building ML & data products. Involved in mentor. Core skills: etl, pipeline, api. Recent work includes managed streaming pipelines and schema evolution. Involved in cross-functional. Involved in collab. Core skills: api, pipeline, etl. Recent work includes deployed services as containers with CI/CD.",Data Engineer,266
7146,"Core skills: aws, api. Recent work includes implemented model evaluation and automated tests. Involved in on-call. Worked on aws, paper, testing. Delivered: implemented model evaluation and automated tests.",AI Researcher,346
88,"Responsibilities: docker, regression, testing. Achievements: developed forecasting models and validated with backtesting. Worked on pandas, testing. Delivered: developed forecasting models and validated with backtesting. Worked on regression, pandas. Delivered: created dashboards to surface business KPIs.",Data Scientist,88
8694,"Focused on robust monitoring, logging, and reproducibility. Responsibilities: testing, input crafting, large language model. Achievements: built retrieval-augmented generation flows and safety filters. Worked on sql, large language model, llm, input crafting. Delivered: implemented model evaluation and automated tests. Worked on sql, large language model. Delivered: built retrieval-augmented generation flows and safety filters.",Generative AI,494
9731,"focused on robust monitoring, logging, and reproducibility. core skills: feature engineering, monitoring, prompt. recent work includes domain-specific tuning. core skills: prompt, feature engineering, diffusion. recent work includes created dashboards to surface business kpis. contributed to created dashboards to surface business kpis and owned feature engineering, prompt, diffusion.",Generative AI,431
9445,"Collaborated closely with product and platform teams to define SLAs. Core skills: monitoring, gcp. Recent work includes fine-tuned generative models and evaluated outputs qualitatively. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned monitoring, gcp, pipeline.",Generative AI,445
6753,"Responsibilities: sql, benchmark, model registry, pipeline. Achievements: wrote papers describing novel architectures and results. Responsibilities: python, pipeline, model registry, api. Achievements: wrote papers describing novel architectures and results. Responsibilities: pipeline, api, sql, model registry. Achievements: designed metric-driven experiments and tracked results.",AI Researcher,353
3501,"Contributed to designed metric-driven experiments and tracked results and owned sql, model registry, docker. Core skills: model registry, docker, model registry, sql. Recent work includes created dashboards to surface business KPIs. Contributed to designed metric-driven experiments and tracked results and owned model registry, sql.",ML Engineer,101
2233,"Worked on regression, testing, cloud. Delivered: created dashboards to surface business KPIs. Contributed to created dashboards to surface business KPIs and owned docker, streaming messaging system, cloud.",ML Engineer,133
2802,"involved in sla. core skills: api, pipeline. recent work includes reduced-precision optimization. involved in poc. responsibilities: sql, pipeline. achievements: created dashboards to surface business kpis. involved in mentor.",ML Engineer,102
4423,"Worked on kafka, docker, pipeline. Delivered: built scalable data pipelines with retries and monitoring. Contributed to built scalable data pipelines with retries and monitoring and owned docker, kafka.",Data Engineer,223
5662,"worked on sql, sql. delivered: deployed services as containers with ci/cd. contributed to managed streaming pipelines and schema evolution and owned testing, cloud, sql, kafka. core skills: sql, kafka. recent work includes deployed services as containers with ci/cd.",Data Engineer,262
7169,"Core skills: testing, ablation. Recent work includes created dashboards to surface business KPIs. Responsibilities: experiment, ablation, testing. Achievements: created dashboards to surface business KPIs. Core skills: benchmark, ablation. Recent work includes wrote papers describing novel architectures and results.",AI Researcher,369
8336,"Core skills: prompt, gcp, monitoring. Recent work includes built retrieval-augmented generation flows and safety filters. Worked on monitoring, visualization, gcp, prompt. Delivered: built scalable data pipelines with retries and monitoring. Contributed to built retrieval-augmented generation flows and safety filters and owned gcp, monitoring, visualization, prompt.",Generative AI,436
2147,"contributed to productionized model serving with autoscaling and caching and owned ci/cd, experiment. core skills: aws, ci/cd. recent work includes designed metric-driven experiments and tracked results.",ML Engineer,147
7968,"Worked on benchmark, experiment, diffusion, regression. Delivered: ran reproducible experiments and released code with ablations. Mentored junior engineers and contributed to open-source tooling. Contributed to ran reproducible experiments and released code with ablations and owned diffusion, ablation, regression. Worked on sql, experiment, regression. Delivered: deployed services as containers with CI/CD.",AI Researcher,368
6550,"Responsibilities: transformer, sql, automation. Achievements: created dashboards to surface business KPIs. Mentored junior engineers and contributed to open-source tooling. Responsibilities: api, ablation. Achievements: created dashboards to surface business KPIs. Responsibilities: ablation, sql, automation. Achievements: created dashboards to surface business KPIs. Core skills: api, automation. Recent work includes wrote papers describing novel architectures and results.",AI Researcher,350
7642,"Contributed to ran reproducible experiments and released code with ablations and owned inpainting, aws, benchmark. Responsibilities: docker, benchmark, aws. Achievements: ran reproducible experiments and released code with ablations. Contributed to deployed services as containers with CI/CD and owned inpainting, benchmark, aws. Contributed to deployed services as containers with CI/CD and owned aws, benchmark, docker.",AI Researcher,342
6163,"Core skills: theory, experiment, python. Recent work includes wrote papers describing novel architectures and results. Contributed to wrote papers describing novel architectures and results and owned theory, sql, python. Worked on python, theory, theory. Delivered: deployed services as containers with CI/CD. Contributed to deployed services as containers with CI/CD and owned theory, python, sql.",AI Researcher,363
1494,"responsibilities: python, monitoring. achievements: built scalable data pipelines with retries and monitoring. worked on pipeline, monitoring, visualization, python. delivered: built scalable data pipelines with retries and monitoring.",Data Scientist,94
7695,"Contributed to ran reproducible experiments and released code with ablations and owned transformer, python, pipeline. Worked on python, pytorch. Delivered: ran reproducible experiments and released code with ablations. Core skills: pipeline, monitoring, pytorch. Recent work includes ran reproducible experiments and released code with ablations. Worked on monitoring, python. Delivered: deployed services as containers with CI/CD.",AI Researcher,395
7093,"AI Researcher — experience building ML & data products. Contributed to wrote papers describing novel architectures and results and owned benchmark, aws, sql, gcp. Responsibilities: benchmark, aws. Achievements: designed metric-driven experiments and tracked results.",AI Researcher,393
1408,"core skills: data warehousing, feature engineering, api, python. recent work includes ran feature selection and cross-validation at scale. mentored junior engineers and contributed to open-source tooling. contributed to created dashboards to surface business kpis and owned data warehousing, api, feature engineering. responsibilities: api, data warehousing. achievements: ran feature selection and cross-validation at scale. core skills: python, api, feature engineering, data warehousing. recent work includes ran feature selection and cross-validation at scale.",Data Scientist,8
6690,"Contributed to ran reproducible experiments and released code with ablations and owned pipeline, ablation, ablation. Core skills: testing, pipeline. Recent work includes deployed services as containers with CI/CD.",AI Researcher,390
3400,"ML Engineer — experience building ML & data products. Worked on theory, docker, statistical modeling, python. Delivered: productionized mdl serving with autoscaling and caching. Collaborated closely with product and platform teams to define SLAs. Responsibilities: docker, theory, python, statistical modeling. Achievements: productionized mdl serving with autoscaling and caching.",ML Engineer,100
108,"Data Scientist — experience building ML & data products. Core skills: aws, api. Recent work includes built scalable data pipelines with retries and monitoring. Responsibilities: inpainting, api, aws. Achievements: ran feature selection and cross-validation at scale. Core skills: automation, api. Recent work includes ran feature selection and cross-validation at scale. Core skills: api, aws, inpainting, automation. Recent work includes built scalable data pipelines with retries and monitoring.",Data Scientist,8
5635,"Data Engineer — experience building ML & data products. Contributed to built scalable data pipelines with retries and monitoring and owned data warehousing, spark, gcp. Contributed to built scalable data pipelines with retries and monitoring and owned monitoring, gcp.",Data Engineer,235
8481,"Responsibilities: monitoring, kafka, cloud, testing. Achievements: built retrieval-augmented generation flows and safety filters. Responsibilities: cloud, testing, llm. Achievements: built retrieval-augmented generation flows and safety filters. Core skills: testing, llm, kafka, cloud. Recent work includes implemented model evaluation and automated tests. Worked on cloud, monitoring, testing. Delivered: implemented model evaluation and automated tests.",Generative AI,481
6603,"Responsibilities: ablation, testing. Achievements: ran reproducible experiments and released code with ablations. Worked on aws, testing. Delivered: built scalable data pipelines with retries and monitoring. Core skills: transformer, sql, ablation. Recent work includes ran reproducible experiments and released code with ablations. Contributed to ran reproducible experiments and released code with ablations and owned transformer, testing, sql.",AI Researcher,303
1090,"Data Scientist — experience building ML & data products. Worked on experiment, eda. Delivered: built scalable data pipelines with retries and monitoring. Worked on cloud, eda, text-to-image, experiment. Delivered: built scalable data pipelines with retries and monitoring.",Data Scientist,90
5559,"Contributed to managed streaming pipelines and schema evolution and owned sql, data warehousing, schema. Core skills: cloud, sql, data warehousing. Recent work includes deployed services as containers with CI/CD. Focused on robust monitoring, logging, and reproducibility.",Data Engineer,259
9411,"Core skills: cloud, inpainting. Recent work includes domain-specific tuning. Worked on cloud, inpainting, api, python. Delivered: designed metric-driven experiments and tracked results.",Generative AI,411
8142,"Generative AI — experience building ML & data products. Contributed to implemented model evaluation and automated tests and owned testing, prompt, inpainting, sql. Worked on inpainting, prompt. Delivered: fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,442
8663,"Core skills: api, prompt, cloud. Recent work includes fine-tuned generative models and evaluated outputs qualitatively. Worked on gcp, api, aws. Delivered: built scalable data pipelines with retries and monitoring. Responsibilities: aws, prompt, api. Achievements: fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,463
6595,"Responsibilities: transformer, theory. Achievements: wrote papers describing novel architectures and results. Contributed to built scalable data pipelines with retries and monitoring and owned sql, theory, experiment, automation. Core skills: theory, transformer, experiment. Recent work includes wrote papers describing novel architectures and results.",AI Researcher,395
623,"Focused on robust monitoring, logging, and reproducibility. Core skills: docker, pytorch, sql. Recent work includes created dashboards to surface business KPIs. Contributed to created dashboards to surface business KPIs and owned sql, docker. Worked on monitoring, pytorch, sql. Delivered: deployed services as containers with CI/CD.",Data Scientist,23
6870,"core skills: theory, statistical modeling, pipeline, sql. recent work includes deployed services as containers with ci/cd. contributed to ran reproducible experiments and released code with ablations and owned theory, benchmark, sql, schema. responsibilities: schema, pipeline. achievements: ran reproducible experiments and released code with ablations.",AI Researcher,370
4813,"Data Engineer — experience building ML & data products. Collaborated closely with product and platform teams to define SLAs. Contributed to created dashboards to surface business KPIs and owned monitoring, adaptation of a pretrained model, testing, python. Responsibilities: experiment, testing, python. Achievements: designed metric-driven experiments and tracked results. Responsibilities: experiment, testing, adaptation of a pretrained model. Achievements: created dashboards to surface business KPIs. Contributed to created dashboards to surface business KPIs and owned monitoring, testing.",Data Engineer,213
6552,"Worked on feature engineering, pipeline, self-supervised. Delivered: wrote papers describing novel architectures and results. Involved in open-source. Involved in collab. Core skills: self-supervised, feature engineering. Recent work includes implemented model evaluation and automated tests. Contributed to wrote papers describing novel architectures and results and owned pipeline, self-supervised, feature engineering. Involved in on-call.",AI Researcher,352
7529,"core skills: transformer, api. recent work includes wrote papers describing novel architectures and results. contributed to created dashboards to surface business kpis and owned python, transformer. responsibilities: transformer, sql, python, docker. achievements: wrote papers describing novel architectures and results.",AI Researcher,329
5795,"Worked on transformer, api. Delivered: designed ETL jobs and partitioning for low-latency queries. Worked on etl, monitoring, gcp. Delivered: designed ETL jobs and partitioning for low-latency queries. Contributed to built scalable data pipelines with retries and monitoring and owned api, transformer, automation, etl. Worked on api, gcp, etl, monitoring. Delivered: built scalable data pipelines with retries and monitoring.",Data Engineer,295
7436,"Responsibilities: cloud, api, self-supervised. Achievements: created dashboards to surface business KPIs. Contributed to created dashboards to surface business KPIs and owned automation, api, cloud. Worked on cloud, self-supervised. Delivered: created dashboards to surface business KPIs.",AI Researcher,336
4217,"Data Engineer — experience building ML & data products. Core skills: gcp, api, data warehousing. Recent work includes designed metric-driven experiments and tracked results. Contributed to designed metric-driven experiments and tracked results and owned api, data warehousing. Core skills: gcp, api, data warehousing. Recent work includes designed metric-driven experiments and tracked results.",Data Engineer,217
5940,"Responsibilities: api, automation. Achievements: implemented model evaluation and automated tests. Contributed to designed ETL jobs and partitioning for low-latency queries and owned kafka, automation, schema.",Data Engineer,240
8500,"Worked on paper, prompt. Delivered: designed metric-driven experiments and tracked results. Core skills: sql, paper. Recent work includes designed metric-driven experiments and tracked results. Involved in on-call. Core skills: paper, sql, monitoring. Recent work includes domain-specific tuning. Involved in open-source. Responsibilities: monitoring, sql, prompt, paper. Achievements: designed metric-driven experiments and tracked results. Involved in sla.",Generative AI,400
6428,"Responsibilities: transformer, python. Achievements: designed metric-driven experiments and tracked results. Contributed to built scalable data pipelines with retries and monitoring and owned transformer, benchmark, text-to-image, python. Contributed to built scalable data pipelines with retries and monitoring and owned text-to-image, aws, python, paper. Core skills: aws, text-to-image, python, benchmark. Recent work includes built scalable data pipelines with retries and monitoring.",AI Researcher,328
6826,"Responsibilities: ablation, gcp, experiment. Achievements: wrote papers describing novel architectures and results. Contributed to wrote papers describing novel architectures and results and owned gcp, experiment, pytorch, benchmark.",AI Researcher,326
4130,"Core skills: etl, schema, pipeline. Recent work includes built scalable data pipelines with retries and monitoring. Worked on etl, pipeline, aws, schema. Delivered: built scalable data pipelines with retries and monitoring. Focused on robust monitoring, logging, and reproducibility. Contributed to managed streaming pipelines and schema evolution and owned paper, pipeline, schema. Core skills: paper, aws. Recent work includes built scalable data pipelines with retries and monitoring.",Data Engineer,230
7801,"Involved in sla. Responsibilities: monitoring, paper, sql, fine-tune. Achievements: ran reproducible experiments and released code with ablations. Contributed to ran reproducible experiments and released code with ablations and owned sql, experiment. Involved in mentor. Involved in on-call. Responsibilities: experiment, paper. Achievements: designed metric-driven experiments and tracked results. Worked on monitoring, paper, transformer, experiment. Delivered: designed metric-driven experiments and tracked results.",AI Researcher,301
7753,"Core skills: monitoring, aws. Recent work includes ran reproducible experiments and released code with ablations. Core skills: ablation, docker, tensorflow, aws. Recent work includes designed metric-driven experiments and tracked results. Worked on docker, tensorflow. Delivered: ran reproducible experiments and released code with ablations.",AI Researcher,353
4721,"Data Engineer — experience building ML & data products. Worked on distributed compute engine, docker, ci/cd, monitoring. Delivered: managed streaming pipelines and schema evolution. Collaborated closely with product and platform teams to define SLAs. Responsibilities: monitoring, distributed compute engine. Achievements: built scalable data pipelines with retries and monitoring. Contributed to built scalable data pipelines with retries and monitoring and owned distributed compute engine, ci/cd, docker. Core skills: distributed compute engine, docker. Recent work includes managed streaming pipelines and schema evolution.",Data Engineer,221
1650,"Core skills: docker, visualization, eda, api. Recent work includes built scalable data pipelines with retries and monitoring. Core skills: visualization, eda, api. Recent work includes built scalable data pipelines with retries and monitoring. Mentored junior engineers and contributed to open-source tooling. Responsibilities: api, docker, visualization. Achievements: ran feature selection and cross-validation at scale.",Data Scientist,50
4140,"Contributed to designed ETL jobs and partitioning for low-latency queries and owned sql, pipeline, aws. Involved in collab. Focused on robust monitoring, logging, and reproducibility. Worked on pipeline, sql, docker. Delivered: designed ETL jobs and partitioning for low-latency queries.",Data Engineer,240
1617,"Data Scientist — experience building ML & data products. worked on monitoring, visualization, api, docker. delivered: ran feature selection and cross-validation at scale. worked on sql, visualization. delivered: designed metric-driven experiments and tracked results. worked on python, visualization, docker. delivered: designed metric-driven experiments and tracked results. responsibilities: regression, python. achievements: ran feature selection and cross-validation at scale.",Data Scientist,17
2029,"Contributed to built scalable data pipelines with retries and monitoring and owned latency, python, experiment. Worked on latency, api. Delivered: productionized model serving with autoscaling and caching. Responsibilities: api, latency. Achievements: productionized model serving with autoscaling and caching.",ML Engineer,129
8517,"Generative AI — experience building ML & data products. Contributed to designed metric-driven experiments and tracked results and owned api, gcp. Contributed to designed metric-driven experiments and tracked results and owned domain-specific tuning, docker. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned python, api. Worked on diffusion, python. Delivered: designed metric-driven experiments and tracked results.",Generative AI,417
4575,"Data Engineer — experience building ML & data products. Responsibilities: pipeline, inpainting, feature engineering. Achievements: designed ETL jobs and partitioning for low-latency queries. Worked on python, pipeline, sql, inpainting. Delivered: built scalable data pipelines with retries and monitoring. Worked on sql, feature engineering, inpainting, python. Delivered: designed ETL jobs and partitioning for low-latency queries. Collaborated closely with product and platform teams to define SLAs. Responsibilities: sql, python, inpainting. Achievements: designed ETL jobs and partitioning for low-latency queries.",Data Engineer,275
3992,"ML Engineer — experience building ML & data products. Contributed to designed metric-driven experiments and tracked results and owned model registry, experiment. Contributed to implemented model evaluation and automated tests and owned model registry, model registry, automation, feature engineering. Responsibilities: ci/cd, model registry, automation. Achievements: reduced-precision optimization.",ML Engineer,192
7376,"Core skills: feature engineering, docker. Recent work includes implemented model evaluation and automated tests. Core skills: feature engineering, docker. Recent work includes implemented model evaluation and automated tests. Worked on docker, feature engineering. Delivered: wrote papers describing novel architectures and results.",AI Researcher,376
6149,"Contributed to built scalable data pipelines with retries and monitoring and owned transformer, experiment, paper, aws. Core skills: experiment, paper, transformer, aws. Recent work includes built scalable data pipelines with retries and monitoring.",AI Researcher,349
4908,"Worked on latency, theory. Delivered: designed ETL jobs and partitioning for low-latency queries. Collaborated closely with product and platform teams to define SLAs. Responsibilities: docker, theory. Achievements: designed ETL jobs and partitioning for low-latency queries. Contributed to created dashboards to surface business KPIs and owned theory, sql, monitoring.",Data Engineer,208
5026,"Contributed to implemented model evaluation and automated tests and owned kafka, python. Worked on python, data warehousing. Delivered: implemented model evaluation and automated tests. Worked on automation, cloud, gcp. Delivered: managed streaming pipelines and schema evolution. Involved in collab.",Data Engineer,226
